id,booking_id,service_id,service_name_snapshot,duration_minutes,base_price_snapshot,additional_duration_steps,price_per_step_snapshot,line_amount,created_at
594,522,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-15 00:00:00
595,523,6,Massage đá nóng,90,650000,0,0,650000,2026-09-15 11:00:00
596,524,6,Massage đá nóng,90,650000,0,0,650000,2026-09-12 10:15:00
597,525,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-08-15 10:15:00
598,526,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-05-30 13:30:00
599,527,3,Cấp ẩm chuyên sâu da mặt,60,520000,0,150000,520000,2026-08-21 09:45:00
600,528,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-06-20 13:30:00
601,529,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-05-17 15:45:00
602,530,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-09-14 17:00:00
603,530,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-09-14 17:00:00
604,531,6,Massage đá nóng,90,650000,0,0,650000,2026-09-15 10:00:00
605,531,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-09-15 10:00:00
606,532,6,Massage đá nóng,90,650000,0,0,650000,2026-09-15 08:00:00
607,532,5,Massage tinh dầu,90,520000,1,200000,720000,2026-09-15 08:00:00
608,533,4,Massage thư giãn toàn thân,120,450000,2,180000,810000,2026-08-31 03:15:00
609,534,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-07-27 11:15:00
610,535,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-09-15 08:00:00
611,536,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-06-05 08:45:00
612,536,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-06-05 08:45:00
613,537,6,Massage đá nóng,90,650000,0,0,650000,2026-08-09 11:30:00
614,538,6,Massage đá nóng,90,650000,0,0,650000,2026-08-18 11:45:00
615,539,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-05-24 15:00:00
616,540,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-08-01 11:15:00
617,541,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-08-21 14:15:00
618,542,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-09-14 17:00:00
619,543,6,Massage đá nóng,90,650000,0,0,650000,2026-07-18 09:00:00
620,544,10,Chăm sóc và massage bàn chân,75,250000,2,80000,410000,2026-05-30 08:00:00
621,545,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-08-05 13:30:00
622,546,3,Cấp ẩm chuyên sâu da mặt,120,520000,2,150000,820000,2026-09-08 04:45:00
623,547,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-08-08 13:00:00
624,548,5,Massage tinh dầu,60,520000,0,200000,520000,2026-09-05 07:00:00
625,549,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-08-28 08:30:00
626,550,4,Massage thư giãn toàn thân,60,450000,0,180000,450000,2026-09-14 11:00:00
627,551,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-08-24 09:15:00
628,552,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-08-24 16:15:00
629,553,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-09-14 20:00:00
630,554,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-09-14 13:00:00
631,555,5,Massage tinh dầu,90,520000,1,200000,720000,2026-07-20 08:30:00
632,556,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-05-22 11:15:00
633,557,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-07-12 04:30:00
634,558,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-08-12 05:45:00
635,559,10,Chăm sóc và massage bàn chân,75,250000,2,80000,410000,2026-08-14 06:15:00
636,560,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-07-13 12:45:00
637,561,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-09-15 13:00:00
638,562,10,Chăm sóc và massage bàn chân,45,250000,0,80000,250000,2026-09-14 16:00:00
639,563,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-09-15 00:00:00
640,564,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-07-10 10:15:00
641,565,10,Chăm sóc và massage bàn chân,45,250000,0,80000,250000,2026-09-15 07:00:00
642,566,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-07-31 07:15:00
643,567,6,Massage đá nóng,90,650000,0,0,650000,2026-09-14 11:00:00
644,568,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-08-31 08:00:00
645,569,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-15 04:00:00
646,570,10,Chăm sóc và massage bàn chân,45,250000,0,80000,250000,2026-08-06 08:15:00
647,571,1,Chăm sóc da mặt cơ bản,60,350000,0,120000,350000,2026-09-14 15:00:00
648,572,1,Chăm sóc da mặt cơ bản,120,350000,2,120000,590000,2026-09-15 11:00:00
649,573,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-09-11 12:30:00
650,574,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-07 11:15:00
651,575,10,Chăm sóc và massage bàn chân,75,250000,2,80000,410000,2026-06-29 03:15:00
652,575,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-06-29 03:15:00
653,576,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-06-16 09:45:00
654,576,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-06-16 09:45:00
655,577,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-06-16 06:45:00
656,578,6,Massage đá nóng,90,650000,0,0,650000,2026-09-11 06:15:00
657,579,2,Làm sạch sâu da mặt,75,480000,0,0,480000,2026-09-14 11:45:00
658,580,5,Massage tinh dầu,90,520000,1,200000,720000,2026-09-15 05:00:00
659,580,10,Chăm sóc và massage bàn chân,75,250000,2,80000,410000,2026-09-15 05:00:00
660,581,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-08-03 09:15:00
661,582,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-06-17 12:15:00
662,583,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-08-31 11:00:00
663,584,4,Massage thư giãn toàn thân,90,450000,1,180000,630000,2026-06-09 14:30:00
664,584,5,Massage tinh dầu,90,520000,1,200000,720000,2026-06-09 14:30:00
665,585,8,Tẩy tế bào chết toàn thân,60,420000,0,0,420000,2026-09-15 02:00:00
666,586,3,Cấp ẩm chuyên sâu da mặt,90,520000,1,150000,670000,2026-09-15 02:00:00
667,587,6,Massage đá nóng,90,650000,0,0,650000,2026-08-12 05:45:00
668,588,1,Chăm sóc da mặt cơ bản,120,350000,2,120000,590000,2026-06-01 09:15:00
669,589,5,Massage tinh dầu,120,520000,2,200000,920000,2026-09-15 10:00:00
670,590,4,Massage thư giãn toàn thân,60,450000,0,180000,450000,2026-09-14 11:00:00
671,591,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-05-31 12:45:00
672,592,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-09-11 06:30:00
673,593,7,"Trị liệu đầu, cổ và vai gáy",45,280000,0,0,280000,2026-09-14 11:00:00
674,594,9,Ủ dưỡng và chăm sóc cơ thể,75,580000,0,0,580000,2026-09-07 09:00:00
675,595,1,Chăm sóc da mặt cơ bản,90,350000,1,120000,470000,2026-09-03 05:30:00
676,596,3,Cấp ẩm chuyên sâu da mặt,120,520000,2,150000,820000,2026-07-13 13:15:00
677,597,11,Phục hồi da cao cấp,90,850000,0,0,850000,2026-06-13 07:30:00
678,598,5,Massage tinh dầu,120,520000,2,200000,920000,2026-09-02 06:00:00
679,599,10,Chăm sóc và massage bàn chân,60,250000,1,80000,330000,2026-09-14 20:00:00
680,600,3,Cấp ẩm chuyên sâu da mặt,120,520000,2,150000,820000,2026-09-15 07:00:00
